market,candle_date_time_utc,candle_date_time_kst,opening_price,high_price,low_price,trade_price,timestamp,candle_acc_trade_price,candle_acc_trade_volume,prev_closing_price,change_price,change_rate
KRW-QKC,2023-10-10T00:00:00,2023-10-10T09:00:00,10.7,10.8,10.4,10.6,1696982289223,669423705.1512082,63237098.34849151,10.7,-0.1,-0.0093457944
KRW-QKC,2023-10-09T00:00:00,2023-10-09T09:00:00,11.2,11.3,10.5,10.7,1696895967193,1551200069.1531346,142929140.14525205,11.1,-0.4,-0.036036036
KRW-QKC,2023-10-08T00:00:00,2023-10-08T09:00:00,11.4,11.6,11.0,11.1,1696809561906,1604643547.0869322,143085288.93472457,11.4,-0.3,-0.0263157895
KRW-QKC,2023-10-07T00:00:00,2023-10-07T09:00:00,11.0,11.7,10.9,11.4,1696723194833,2199547230.2259555,195906801.7537698,11.1,0.3,0.027027027
KRW-QKC,2023-10-06T00:00:00,2023-10-06T09:00:00,10.8,11.1,10.6,11.1,1696636785827,1023453819.8425068,94780067.19550148,10.8,0.3,0.0277777778
KRW-QKC,2023-10-05T00:00:00,2023-10-05T09:00:00,10.8,10.9,10.5,10.8,1696550395365,647566674.1121792,60455987.1091044,10.7,0.1,0.0093457944
KRW-QKC,2023-10-04T00:00:00,2023-10-04T09:00:00,10.7,10.9,10.3,10.7,1696463967820,1796655310.0528533,169263510.3569798,10.6,0.1,0.0094339623
KRW-QKC,2023-10-03T00:00:00,2023-10-03T09:00:00,10.8,11.0,10.6,10.6,1696377584021,1593664592.979303,147392289.0497086,10.9,-0.3,-0.0275229358
KRW-QKC,2023-10-02T00:00:00,2023-10-02T09:00:00,11.3,11.3,10.8,10.9,1696291199577,1993151254.3651612,180071696.68642107,11.3,-0.4,-0.0353982301
KRW-QKC,2023-10-01T00:00:00,2023-10-01T09:00:00,11.2,11.5,10.9,11.3,1696204780536,2026244958.9862425,182263461.3064432,11.2,0.1,0.0089285714
KRW-QKC,2023-09-30T00:00:00,2023-09-30T09:00:00,11.1,11.2,10.8,11.2,1696118341430,1432812712.3790724,130321469.77209023,11.1,0.1,0.009009009
KRW-QKC,2023-09-29T00:00:00,2023-09-29T09:00:00,10.9,11.8,10.8,11.1,1696031998362,10320687877.348581,913513371.8141267,10.9,0.2,0.0183486239
KRW-QKC,2023-09-28T00:00:00,2023-09-28T09:00:00,10.8,11.0,10.5,10.9,1695945597962,2322421891.950218,215672143.24237895,10.8,0.1,0.0092592593
KRW-QKC,2023-09-27T00:00:00,2023-09-27T09:00:00,10.9,11.3,10.5,10.8,1695859199423,5122809925.246942,475473302.61857736,10.9,-0.1,-0.0091743119
KRW-QKC,2023-09-26T00:00:00,2023-09-26T09:00:00,10.6,12.7,10.4,10.9,1695772797962,28678667602.955368,2532366089.5161796,10.4,0.5,0.0480769231
KRW-QKC,2023-09-25T00:00:00,2023-09-25T09:00:00,10.7,10.7,10.2,10.4,1695686349399,1823468276.371364,175478775.86253032,10.7,-0.3,-0.0280373832
KRW-QKC,2023-09-24T00:00:00,2023-09-24T09:00:00,11.1,11.2,10.6,10.7,1695599998412,1735391638.3247843,160693143.28461188,11.1,-0.4,-0.036036036
KRW-QKC,2023-09-23T00:00:00,2023-09-23T09:00:00,11.0,11.6,10.8,11.1,1695513578001,2577481416.528532,232160252.5753419,11.0,0.1,0.0090909091
KRW-QKC,2023-09-22T00:00:00,2023-09-22T09:00:00,10.1,11.1,10.1,11.0,1695427193394,2091403457.5988007,197247015.89996615,10.1,0.9,0.0891089109
KRW-QKC,2023-09-21T00:00:00,2023-09-21T09:00:00,10.5,10.7,10.1,10.1,1695340796612,1489946072.268046,144174872.24890688,10.5,-0.4,-0.0380952381
KRW-QKC,2023-09-20T00:00:00,2023-09-20T09:00:00,10.2,10.6,9.99,10.5,1695254363462,2068640139.1905453,201868656.964039,10.2,0.3,0.0294117647
KRW-QKC,2023-09-19T00:00:00,2023-09-19T09:00:00,10.3,10.3,10.1,10.2,1695167902188,1104047175.38433,108566202.51571423,10.3,-0.1,-0.0097087379
KRW-QKC,2023-09-18T00:00:00,2023-09-18T09:00:00,9.96,10.3,9.8,10.3,1695081579695,1709672361.2269065,170041163.92290726,9.97,0.33,0.0330992979
KRW-QKC,2023-09-17T00:00:00,2023-09-17T09:00:00,10.1,10.2,9.81,9.97,1694995196237,1177934720.9001586,117839678.89669512,10.1,-0.13,-0.0128712871
KRW-QKC,2023-09-16T00:00:00,2023-09-16T09:00:00,10.0,10.3,9.99,10.1,1694908792750,1378610414.0242102,136664121.3310005,10.1,,0.0
KRW-QKC,2023-09-15T00:00:00,2023-09-15T09:00:00,9.89,10.1,9.72,10.1,1694822395599,1252646512.9490695,126192357.47542031,9.89,0.21,0.0212335693
KRW-QKC,2023-09-14T00:00:00,2023-09-14T09:00:00,9.57,10.0,9.56,9.89,1694735985869,2020052541.07234,206794953.5792991,9.57,0.32,0.0334378265
KRW-QKC,2023-09-13T00:00:00,2023-09-13T09:00:00,9.41,9.7,9.4,9.57,1694649562920,1117365608.4353902,116624743.96318503,9.41,0.16,0.0170031881
KRW-QKC,2023-09-12T00:00:00,2023-09-12T09:00:00,9.42,9.57,9.25,9.41,1694563165460,699157952.9448724,74217551.03465202,9.42,-0.01,-0.0010615711
KRW-QKC,2023-09-11T00:00:00,2023-09-11T09:00:00,9.85,9.89,9.33,9.42,1694476691933,998439677.3013495,104245761.4017173,9.84,-0.42,-0.0426829268
KRW-QKC,2023-09-10T00:00:00,2023-09-10T09:00:00,10.0,10.1,9.8,9.84,1694390385420,913894371.8578751,92217589.75885074,10.1,-0.26,-0.0257425743
KRW-QKC,2023-09-09T00:00:00,2023-09-09T09:00:00,9.94,10.2,9.93,10.1,1694303987234,1270639440.6116421,126351717.52455188,9.95,0.15,0.0150753769
KRW-QKC,2023-09-08T00:00:00,2023-09-08T09:00:00,10.0,10.5,9.87,9.95,1694217580767,2363117404.8644257,235117479.69587833,10.1,-0.15,-0.0148514851
KRW-QKC,2023-09-07T00:00:00,2023-09-07T09:00:00,9.93,10.1,9.87,10.1,1694131189187,450438114.5235938,45133368.06286249,9.92,0.18,0.0181451613
KRW-QKC,2023-09-06T00:00:00,2023-09-06T09:00:00,9.93,10.0,9.87,9.92,1694044768167,456632160.38491786,45992522.58650354,9.93,-0.01,-0.0010070493
KRW-QKC,2023-09-05T00:00:00,2023-09-05T09:00:00,9.92,9.95,9.77,9.93,1693958382169,688515365.158424,69907614.41073748,9.91,0.02,0.0020181635
KRW-QKC,2023-09-04T00:00:00,2023-09-04T09:00:00,10.1,10.1,9.8,9.91,1693871982809,725196246.4754208,72894047.8836006,10.1,-0.19,-0.0188118812
KRW-QKC,2023-09-03T00:00:00,2023-09-03T09:00:00,10.0,10.1,9.95,10.1,1693785590800,768930114.5616667,76802887.82830475,10.0,0.1,0.01
KRW-QKC,2023-09-02T00:00:00,2023-09-02T09:00:00,10.1,10.1,9.81,10.0,1693699168298,604956151.3664826,60917090.08889654,10.0,,0.0
KRW-QKC,2023-09-01T00:00:00,2023-09-01T09:00:00,10.1,10.2,9.93,10.0,1693612505681,1346612413.493468,134357593.07477668,10.1,-0.1,-0.0099009901
KRW-QKC,2023-08-31T00:00:00,2023-08-31T09:00:00,10.4,10.4,10.0,10.1,1693526311168,814488914.6582896,79842916.45286977,10.4,-0.3,-0.0288461538
KRW-QKC,2023-08-30T00:00:00,2023-08-30T09:00:00,10.5,10.5,10.2,10.4,1693439989838,1291665384.6975293,124643505.66946936,10.6,-0.2,-0.0188679245
KRW-QKC,2023-08-29T00:00:00,2023-08-29T09:00:00,10.5,10.7,9.95,10.6,1693353571876,4729493386.668494,460427100.35635924,10.6,,0.0
KRW-QKC,2023-08-28T00:00:00,2023-08-28T09:00:00,10.8,10.8,10.3,10.6,1693267142156,1847815333.3924153,176104327.8847735,10.8,-0.2,-0.0185185185
KRW-QKC,2023-08-27T00:00:00,2023-08-27T09:00:00,11.2,11.2,10.6,10.8,1693180787328,3304704733.793726,303238438.4930088,11.2,-0.4,-0.0357142857
